"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords","Index Keywords"
"McPherson W.W.","McPherson, W.W. (7004730944)","7004730944","Some fundamental economic concepts and economic analysis of costs","1951","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963097109&doi=10.2307%2f1233586&partnerID=40&md5=5d80945062abc286e3278148e7352cd2","CONSIDERABLE research in agricultural economics has been and continues to be directed toward the objectives of “determining the cost of production” of farm commodities. From this research have come some very “good answers”; but what are the questions? Or as Professor Jacob Viner stated a somewhat similar problem in discussing Frederick C. Mills' Behavior of Prices: “Professor Mills has made a valuable contribution to the statistical tools useful in the search for answers to questions concerning economic relations, once the questions have been asked. From the point of view of economic theory, the only criticism to be made of his work is his apparent satisfaction with a technique ill adapted to finding out what questions to ask.”1 With regard to supply analysis in agriculture it is not “a leaky roof that needs to be repaired but a foundation that needs to be reconstructed.”. © 1951, Oxford University Press. All rights reserved.","",""
"Taylor O.H.","Taylor, O.H. (57165701900)","57165701900","Schumpeter and marx: Imperialism and social classes in the schumpeterian system","1951","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963009252&doi=10.2307%2f1882578&partnerID=40&md5=98175d43cb2ccc4a9e3aaeebe57e0a47","I. Introduction, 525. — II. Economics and Sociology: Marx and Schumpeter, 528. — III. Schumpeter’s vs. Marx’s Economic Interpretation of History, 532. — IV. Schumpeter vs. Marxism on Imperialism and on Social Classes, 545. Copyright, 1951, by the President and Fellows of Harvard College. © 1951, Oxford University Press. All rights reserved.","",""
"Pribram K.","Pribram, Karl (57520309300)","57520309300","Prolegomena to a history of economic reasoning","1951","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963042073&doi=10.2307%2f1879498&partnerID=40&md5=470cce5c9e071de8d000968aac903d70","I. Introduction, 1. — II. Baconian and Cartesian economics, 4. — III. Benthamite economics, 9. — IV. Intuitional economics, 14. — V. Dialectical economics, 17. — VI. Refinement of hypothetical reasoning, 21. — VII. Modified Ricardian economics, 28. — VIII. Varying aspects of the equilibrium concept, 30. — IX. Concluding observations, 36. Copyright, 1951, by the President and Fellows of Harvard College. © 1951, Oxford University Press. All rights reserved.","",""
"Kirby E.S.","Kirby, E. Stuart (57210094798)","57210094798","The reception of western economics in the orient","1952","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963057323&doi=10.2307%2f1885311&partnerID=40&md5=133090fc6abac030740a95e17e0611b5","I. Introduction, 409. — II. Classical Economics in the Orient, 410. — III. Post-Classical Developments in the Orient, 411. — IV. Keynesian Theory in the Orient, 414. — V. Conclusion, 416. © 1952, by the President and Fellows of Harvard College.","",""
"","","","BESPRECHUNGEN ‐COMPTES REND US REVIEWS","1947","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995183758&doi=10.1111%2fj.1467-6435.1947.tb00431.x&partnerID=40&md5=69b0b174de51b725955f5e8684cf3798","The Theory of Price. By G. J. Stigler  Pengeteori og Pengepolitik. By Jørgen Pedersen.  Grundsätze der Finanzwissenschaft. Erster (allgemeiner) Teil. Von Alfred amonn.  La Monnaie et la Formation des Prix. Par Louis Baudin.  Überbeschäftigung undFrankenparität. Mit Beiträgen von Alfred Bosshardt, Max Iklé, W. A Jjöhr und Charles La Roche.  An Introduction to Modem Economics. By Valdemar Carlson. Copyright © 1947, Wiley Blackwell. All rights reserved","",""
"Tereshtenko V.J.","Tereshtenko, V.J. (57190141711)","57190141711","Industrial Cooperatives in the Ukrainian S.S.R.","1951","Annals of Public and Cooperative Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977690962&doi=10.1111%2fj.1467-8292.1951.tb01593.x&partnerID=40&md5=e53f910dae90401d1d2d026b8619fe18","The writer is former Chief Economist of United Nations Relief and Rehabflitation Mission in the Ukraine in 1946–47, and Director of the “Cooperative Project” of the Bureau of Labor Statistics, U.S. Department of Labor, in 1937–42; at present lecturer on Soviet economics at Columbia University, N.Y.C., and on consumber cooperatives at the Graduate School of the U.S. Department of Agriculture, Washington, D.C. Copyright © 1951, Wiley Blackwell. All rights reserved","",""
"","","","BESPREGHUNGEN COMPTES RENDUS‐REVIEWS","1949","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979316758&doi=10.1111%2fj.1467-6435.1949.tb02448.x&partnerID=40&md5=9ad407f5e6b3c0966f70df2e502c7f9d","Encyclopaedia of the Social Sciences. Editor‐in‐Chief EDWIN R. A. SELIGMAN. Associate Editor ALVIN JOHNSON.  The Economics of Money and Banking. LESTER V. CHANDLER.  Die Finanzgewalt im Bundesstaat. Von WILHELM GERLOFF.  Economie et Intérět; Exposition nouvelle des problèmes fondamentaux relatifs au rǒle économique du taux de l'intérět et de leurs solutions. Von M. ALLAIS.  Eine Warenumsatzsteuer im antiken Rom und der numismatische Beleg ihrer Aufhebung. Centesima rerum venalium. Von A.VOIROL.  Das Leder und seine Verarbeitung im römischen Legionslager Vindonissa. Von AUGUST GANSSER‐BURKHARDT. Veröffentlichungen der Gesellschaft Pro Vindonissa.  Geflechte und Gewebe der Steinzeit. Von EMIL VOGT.  Les distributions de blé et a”‘argent à la plèbe romaine sous l'Empire. Par DENIS VAN BERGEM. Copyright © 1949, Wiley Blackwell. All rights reserved","",""
"","","","Politics and Economics in Chinese Agriculture","1951","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980061378&doi=10.1111%2fj.1536-7150.1951.tb00045.x&partnerID=40&md5=4b0e50845c52297268c13f9620c3958f","[No abstract available]","",""
"HIGGINS. B.","HIGGINS., BENJAMIN (56987332700)","56987332700","TOWARDS A DYNAMIC ECONOMICS","1948","Economic Record","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980121402&doi=10.1111%2fj.1475-4932.1948.tb01216.x&partnerID=40&md5=797af8008c7707cc81b694f0bd0b6afa","[No abstract available]","",""
"Glover W.H.","Glover, Wilbur H. (57165715400)","57165715400","Discussion: Agricultural economics and history","1948","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960594880&doi=10.2307%2f1232482&partnerID=40&md5=1e6e2458c57bff95949e5653e5c71ecf","[No abstract available]","",""
"Kaufman J.J.","Kaufman, Jacob J. (57165187300)","57165187300","Economics of minimum wages in relation to the agricultural labor market","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960593030&doi=10.2307%2f1232715&partnerID=40&md5=69ff6e22dbe701aeefe85f68932ed1ce","[No abstract available]","",""
"Dowell A.A.","Dowell, Austin A. (57165688800)","57165688800","Some considerations in building a curriculum for agricultural economics majors","1947","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960593031&doi=10.2307%2f1232762&partnerID=40&md5=6db28d2df99a6163077015eea7b38265","[No abstract available]","",""
"Turner A.H.","Turner, A.H. (57165147200)","57165147200","Federal marketing and price support legislation in Canada","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449375521&doi=10.2307%2f1232705&partnerID=40&md5=6044f52f0ef70d20f0f06d041ef76951","The vast expansion of governmental control in the economic. field which has taken place during the war is without parallel in the history of the world. Nobody doubts that in the difficult period of transition that must follow immediately upon the declaration of peace, some portion, at all events, of the control must be retained but on the question of how far similar control is appropriate as a permanent peace time policy, there is acute controversy.”? Professor Pigou made the above statement at the end of the First World War. Government intervention in marketing of agricultural products is not new. For many years there has been controversy over the degree to which such control is desirable. The following opinions were expressed at the annual conference of the American Farm Economics Association held at Laramie, Wyoming in August 1949. © 1949, Oxford University Press. All rights reserved.","",""
"MARS J.","MARS, J. (57190452607)","57190452607","A STUDY IN EXPECTATIONS.: REFLECTIONS ON SHACKLE'S “EXPECTATION IN ECONOMICS”","1950","Bulletin of Economic Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935356294&doi=10.1111%2fj.1467-8586.1950.tb00368.x&partnerID=40&md5=c61a731d352ea2eaed67d6c94dcbef1a","[No abstract available]","",""
"KEMP. M.C.","KEMP., M.C. (7101803496)","7101803496","INTEREST AND THE MONEY SUPPLY IN KEYNES‘ ECONOMICS","1949","Economic Record","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956667935&doi=10.1111%2fj.1475-4932.1949.tb02094.x&partnerID=40&md5=2995bdfd83b39263e4664ec7c7c2e78f","[No abstract available]","",""
"Stillman C.W.","Stillman, Calvin W. (57166017200)","57166017200","A further note on land economics","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960556602&doi=10.2307%2f1233721&partnerID=40&md5=5d8572c04b79b33b6d0b07b0b102ba0b","[No abstract available]","",""
"Cronin J.F.","Cronin, John F. (56930034900)","56930034900","The Place of Economics in Liberal Arts Colleges and Seminaries","1949","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945603732&doi=10.1080%2f00346764900000001&partnerID=40&md5=566a82ded9c2d7d86c8ba21b2d9fb81e","[No abstract available]","",""
"Weckstein P.S.","Weckstein, P.S. (57188772037)","57188772037","On the use of the theory of probability in economics","1952","Review of Economic Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963056446&doi=10.2307%2f2295889&partnerID=40&md5=8934f0d33079eb88db8bd6b0e1fa814f","[No abstract available]","",""
"Heady E.O.","Heady, Earl O. (7004341300)","7004341300","The economics of rotations with farm and production policy applications","1948","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951703240&doi=10.2307%2f1232783&partnerID=40&md5=f5a0585601ad0ae05850a50ccfe9679e","[No abstract available]","",""
"Beneke R.R.","Beneke, Raymond R. (57165847600)","57165847600","Discussion from point of view of farm management","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963078995&doi=10.2307%2f1233531&partnerID=40&md5=afc5b4695d4e0cef7b3f9ab0b8511f42","I agree with Professor Peterson that a considerable gap exists between the role agricultural economics ought to play and the role it actually does play in the vocational agriculture program. I happen to be familiar with the work in Minnesota and I know some giant strides have been made in recent years in Peterson’s state toward integrating farm management training into the vocational agriculture program. You will note Professor Peterson has stressed that the initiative for more realistic training in farm management at this level should rest with workers in agricultural economics. I believe the success of the program in Minnesota is, in a large degree, due to the farm management people there having found a receptive and understanding ear among the leaders in the vocational agriculture program. I am not sure others of us interested in the same thing would be so fortunate. © 1952, Oxford University Press. All rights reserved.","",""
"Taylor O.H.","Taylor, O.H. (57165701900)","57165701900","The economics of a “free” society: Four essays","1948","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044413295&doi=10.2307%2f1883465&partnerID=40&md5=23f84cd587143dafebe84692b306df0b","Introduction: The freedom-control problem involves, beyond economic science, all social science and philosophy; criteria for judging books reviewed, 641. — I. Ordeal by Planning, by John Jewkes, 645. — II. Economic Policy for a Free Society, by Henry Simons, 650. — III. Alternative to Serfdom, by J. M. Clark, 656. — IV. Democracy and Progress, by David McCord Wright, 662. Copyright, 1948, by the President and Fellows of Harvard College. © 1948, Oxford University Press. All rights reserved.","",""
"McMartin W.","McMartin, Wallace (57166687900)","57166687900","The economics of land classification for irrigation","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960566247&doi=10.2307%2f1233181&partnerID=40&md5=99bcae67b9df3837f79a56a87ff3a7df","[No abstract available]","",""
"Cagle A.J.","Cagle, Arthur J. (57166734000)","57166734000","Special problems in agricultural economics extension in the far west","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960570719&doi=10.2307%2f1233529&partnerID=40&md5=4b050172b6c48e9c234f563247867c3c","[No abstract available]","",""
"Neill T.P.","Neill, Thomas P. (57188781665)","57188781665","The physiocrats' concept of economics","1949","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963002227&doi=10.2307%2f1882137&partnerID=40&md5=0403fcbfd2b55762a6dd9b8be1d357a3","Introduction, 532. — I. The nature and scope of physiocracy: a normative and mathematical science based on “natural law,” 534. — II. The theory of innate economic ideas, 538. — III. A mathematically exact science deduced from first principles, 540. — IV. Quesnay's own view of the new science, 544. — V. Quesnay's use of the inductive method and of mathematics, 549. — VI. The gulf between Quesnay and his disciples, 551. © 1948–49, by the President and Fellows of Harvard College.","",""
"KAHN E.","KAHN, ELLISON (57190095277)","57190095277","THE NEW ECONOMICS:KEYNES‘ INFLUENCE ON THEORY AND PUBLIC POLICY. Edited by Professor Seymour E. Harris, Harvard University: Alfred A. Knopf Inc.","1948","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977301111&doi=10.1111%2fj.1813-6982.1948.tb03137.x&partnerID=40&md5=af181481d4d475982a98b8384b5379e0","[No abstract available]","",""
"Westcott G.W.","Westcott, George W. (56944805100)","56944805100","Research needed in economics for farm and home planning","1947","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960571014&doi=10.2307%2f1232945&partnerID=40&md5=0433211685798ae4d2632bb2ea7b76bf","[No abstract available]","",""
"Wiecking E.H.","Wiecking, E.H. (57166416700)","57166416700","Land economics research in retrospect and prospect","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960589580&doi=10.2307%2f1233858&partnerID=40&md5=5469c1ac55d557a0ff69786f396282e6","[No abstract available]","",""
"Brownlee O.H.","Brownlee, O.H. (57166698500)","57166698500","Marketing research and welfare economics","1948","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960580404&doi=10.2307%2f1232681&partnerID=40&md5=85ab81b65bea812c6d6e932d1a15cd71","[No abstract available]","",""
"Fellows I.F.","Fellows, Irving F. (57165871700)","57165871700","The economics of grassland farming in the northeast","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960575058&doi=10.2307%2f1233513&partnerID=40&md5=ab14f4c29db30855de55b030745eeb3b","[No abstract available]","",""
"Morse T.D.","Morse, True D. (16056795700)","16056795700","Use of economics in farming","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960559034&doi=10.2307%2f1233751&partnerID=40&md5=87a650fa66df94d7e7e4d1320b19aaba","[No abstract available]","",""
"","","","Book and Monograph Notices","1951","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980064463&doi=10.1111%2fj.1536-7150.1951.tb00095.x&partnerID=40&md5=ba0f31f17af167b1770836491d072d04","Twentieth Century Economic Thought. Edited by Glenn E. Hoover.  Twentieth Century Sociology. Edited by Georges Gurvitch and Wilbert E. Moore.  Twentieth Century Political Thought. Edited by Joseph S. Roucek.  Geography in the Twentieth Century. Edited by Griffith Taylor.  Modern World Politics. Edited by Thorsten V. Kalijarvi.  Land Economics: Principles, Problems and Policies in Utilizing Land Resources. By Roland R. Renne. Copyright © 1951, Wiley Blackwell. All rights reserved","",""
"Donoghue M.","Donoghue, Mansuetus (56930177900)","56930177900","Economics a Living Subject","1948","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945596518&doi=10.1080%2f00346764800000009&partnerID=40&md5=f0155a828ea28a40a767ef0879257cc2","[No abstract available]","",""
"Underwood F.L.","Underwood, F.L. (57165852300)","57165852300","Points of view in land economics and farm management research","1951","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960569749&doi=10.2307%2f1233406&partnerID=40&md5=6b5ad2307f3837b3c3f0d28960508f1e","[No abstract available]","",""
"Wilcox W.W.","Wilcox, Walter W. (57165497000)","57165497000","Research in economics of farm production","1947","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960605827&doi=10.2307%2f1232904&partnerID=40&md5=195a34e667364806fe02519726076ace","[No abstract available]","",""
"Mulcahy R.E.","Mulcahy, Richard E. (56930148700)","56930148700","The welfare economics of heinrich pesch","1949","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963046814&doi=10.2307%2f1882259&partnerID=40&md5=33e9fbdcdd610d9136685e9211cda5fd","I. Introduction, 342. — II. A goal to be attained: a social science, 343. — III. Objectivity of the goal, 348. — IV. Social philosophy and ethics, 353. — V. A practical and normative science, 357. — VI. Conclusion, 360. © 1948–49, by the President and Fellows of Harvard College.","",""
"Johnston H.","Johnston, Herbert (57190448463)","57190448463","Economics and Ethics","1950","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980067332&doi=10.1111%2fj.1536-7150.1950.tb01511.x&partnerID=40&md5=a19387b771cdb590e67beefc0688d8c6","[No abstract available]","",""
"Timm T.R.","Timm, Tyrus R. (57165848900)","57165848900","An introduction to extension economics","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960607622&doi=10.2307%2f1232889&partnerID=40&md5=0756ed6e961eb30d232aaddee9e1f86d","[No abstract available]","",""
"Little I.M.D.","Little, I.M.D. (7003359321)","7003359321","The foundations of welfare economics","1949","Oxford Economic Papers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344122935&doi=10.1093%2foxfordjournals.oep.a041071&partnerID=40&md5=f9e3642648cd02af0f59bca9a3aa8377","[No abstract available]","",""
"Quigley T.J.","Quigley, Thomas J. (56930232000)","56930232000","The place of economics in the common school curriculum","1949","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945607080&doi=10.1080%2f00346764900000019&partnerID=40&md5=6a96ed43964ab5cbfadd4c393c17152e","[No abstract available]","",""
"Hagan A.R.","Hagan, Albert R. (57211249572)","57211249572","Special problems in agricultural economics extension in the north central area","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960596483&doi=10.2307%2f1233526&partnerID=40&md5=8dfb3253cb312797f766a4768d8146ab","[No abstract available]","",""
"Vary K.A.","Vary, Karl A. (57166705200)","57166705200","Economics of grassland farming in the cornbelt","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960604195&doi=10.2307%2f1233514&partnerID=40&md5=d3d26cd049b551f8fe57e7e3b089f5af","[No abstract available]","",""
"Checkland S.G.","Checkland, S.G. (36505615400)","36505615400","The Advent of Academic Economics in England","1951","The Manchester School","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918052486&doi=10.1111%2fj.1467-9957.1951.tb00002.x&partnerID=40&md5=898ce9e2f1c4aee441f264d5e844aa93","[No abstract available]","",""
"Paiva R.M.","Paiva, Ruy Miller (57165608000)","57165608000","Scope and methods of agricultural economics in são paulo, brazil","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960613465&doi=10.2307%2f1233109&partnerID=40&md5=629a788cbe0d6ccf029f57a47b65b9b8","[No abstract available]","",""
"Kenkel J.B.","Kenkel, Joseph B. (56930254500)","56930254500","Teaching Economics in College","1948","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945592220&doi=10.1080%2f00346764800000006&partnerID=40&md5=693cdbe6a349d6ee06bfde5d6b3bac35","[No abstract available]","",""
"HOME. J.H.M.","HOME., JOHN H. MILNE (57190077791)","57190077791","THE ECONOMICS OF LAND MANAGEMENT","1950","Journal of proceedings of the Agricultural Economics Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977256922&doi=10.1111%2fj.1477-9552.1950.tb01941.x&partnerID=40&md5=c1bc7d7f6de2f289233b20924aab6e69","[No abstract available]","",""
"Saloutos T.","Saloutos, Theodore (57124158200)","57124158200","The objectives and methods of agricultural economics: Discussion","1948","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960585622&doi=10.2307%2f1232483&partnerID=40&md5=8329a093357ee1db7c4e4a6e421cb0da","[No abstract available]","",""
"Willams E.","Willams, Elgin (57190450726)","57190450726","The Free Market and the Teaching of Economics","1948","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980067207&doi=10.1111%2fj.1536-7150.1948.tb00696.x&partnerID=40&md5=03abf72951bdbf2688193352b085acdc","[No abstract available]","",""
"MARS J.","MARS, J. (57190452607)","57190452607","A STUDY IN EXPECTATIONS: REFLECTIONS ON SHACKLE'S “EXPECTATION IN ECONOMICS”","1951","Bulletin of Economic Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980081752&doi=10.1111%2fj.1467-8586.1951.tb00373.x&partnerID=40&md5=de95f3aa65a27f7d0b6645a32600c05f","[No abstract available]","",""
"Heady E.O.","Heady, Earl O. (7004341300)","7004341300","Some fundamentals of conservation economics and policy","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960580571&doi=10.2307%2f1233874&partnerID=40&md5=6949de23766615645d17ddb22f95784e","[No abstract available]","",""
"","","","REVIEWS","1952","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977305214&doi=10.1111%2fj.1813-6982.1952.tb01555.x&partnerID=40&md5=6365b8eed5b68e6427d2120fab02f055","PRODUCTION TRENDS in the UNITED STATES SINCE 1870. By ARTHUR P. BURNS. FIGHTING WITH PROPERTY. By H. CODERE WAGES POLICY UNDER FULL EMPLOYMENT. Edited by RALPH TURVEY. BRITISH WORKING CLASS MOVEMENTS — Select Documents 1789–1875. By G. D. H. COLE and A. W. FILSON. PRINCIPLES OF ECONOMICS, by CARL MENGER. Translated by James Dingwall and Bert F. Hosclitz with an Introduction by Frank H. Knight. CONFERENCE ON BUSINESS CYCLES. REPORT OF THE COMMISSION ON NATIVE EDUCATION. Copyright © 1952, Wiley Blackwell. All rights reserved","",""
"Hood K.","Hood, Kenneth (57165553600)","57165553600","Special problems in agricultural economics extension in the northeast","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960570146&doi=10.2307%2f1233525&partnerID=40&md5=3f8becc9fb6b9e36202d85cd9805d725","[No abstract available]","",""
"LAFFER. I.","LAFFER., ICINQSLEY (57190329430)","57190329430","THE FOUNDATIONS OF WELFARE ECONOMICS","1951","Economic Record","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979185417&doi=10.1111%2fj.1475-4932.1951.tb02847.x&partnerID=40&md5=3e0b1e2f0ccac3dada7781fbf9581bdc","[No abstract available]","",""
"Black J.D.","Black, John D. (57165133600)","57165133600","Required economics for agriculture students","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960612004&doi=10.2307%2f1233690&partnerID=40&md5=e49f01adef981f1fe6895feaab91d3b1","[No abstract available]","",""
"Wilson T.","Wilson, T. (36507982300)","36507982300","The inadequacy of the theory of the firm as a branch of welfare economics","1952","Oxford Economic Papers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957174545&doi=10.1093%2foxfordjournals.oep.a042197&partnerID=40&md5=80b43e96311ae04ce2c935cc64596d78","[No abstract available]","",""
"Starch E.","Starch, Elmer (57166624300)","57166624300","The future of the great plains reappraised","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963085443&doi=10.2307%2f1233758&partnerID=40&md5=d8fbf45651d9c3177c3022b0555d4176","THE Plains have Certainly changed"" is an oft repeated phrase Jl. as we compare the economic collapse of twelve years ago with the well-being of recent years. The truth is that the Plains have not changed but have merely been demonstrating the extreme variations in production which prevail in an economy geared to a critical climate. This extraordinary economic zone is located between two great divides. On the west the boundary is well defined by the Rocky Mountain Watershed divide. On the east is a climatic boundary which we have failed to recognize until lately. The climatic divide is of greater importance than the continental divide since it is also the economic boundary. It is here that the ordinary concepts of economics fail under very great strain imposed by critical climate This divide, according to Thornthwaite, falls on a line which can be drawn about straight south from Fargo, North Dakota. He calls it the zero line which marks the division between the moisture surplus areas and the moisture deficient areas. © 1949, Oxford University Press. All rights reserved.","",""
"Soth L.","Soth, Lauren (37106365100)","37106365100","Economics for the farmer","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960557670&doi=10.2307%2f1233753&partnerID=40&md5=796c9f180a1faa514836f89c10025509","[No abstract available]","",""
"Froehlich W.","Froehlich, Walter (16540512900)","16540512900","Religious Perspectives of College Teaching in Economics","1950","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945605628&doi=10.1080%2f00346765000000015&partnerID=40&md5=b67b8dbff038b7b52f72fad1c3e1987a","[No abstract available]","",""
"Anderson A.H.","Anderson, A.H. (57188785434)","57188785434","An approach toward community design in the sparsely populated areas of the great plains","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242377878&doi=10.2307%2f1233042&partnerID=40&md5=03fcf86f899b1929759f9a960d1621c9","THE farther people live from the city, the costlier and less available modern services are likely to be. Other things being equal, community facilities and rural services vary directly with the density of the population. This is illustrated by a recent Bureau of Agricultural Economics study1 which classified the 3,071 counties of the United States by the proportion of farm people in the county. In the most rural counties (farm population 80 percent of total) 28 percent of births were in hospitals in 1946; in the most urban counties (farm population 20 percent of total) it was 93 percent. The most rural counties had 45 hospital beds per 100,000 population and the most urban, 432 beds; the former had 31 physicians per 100,000; the latter 432. Ten percent of adults in the former had completed high school; in the latter, 27 percent. Of the farm dwellings in the most rural counties, 19 percent had electricity as against 68 percent in the most urban (1945); seven percent of the farm dwellings in the most rural counties had running water, and 47 percent in the most urban counties. Four additional items included in the study show similar differences. © 1950, Oxford University Press. All rights reserved.","",""
"Motheral J.R.","Motheral, Joe R. (57166742500)","57166742500","Theoretical concepts in land economics: Discussion","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960589675&doi=10.2307%2f1233509&partnerID=40&md5=146ac5b1645952e0f37c20f77e87f56d","[No abstract available]","",""
"Loomer C.W.","Loomer, C.W. (57215759019)","57215759019","A comment on professor schultz' “framework for land economics”","1951","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894420310&doi=10.2307%2f1233616&partnerID=40&md5=2cafbd55a8fb78fa3f76242386c20410","[No abstract available]","",""
"Martin L.R.","Martin, Lee R. (57165065200)","57165065200","Discussion from the point of view of marketing","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963078955&doi=10.2307%2f1233531&partnerID=40&md5=b7d29ecb93bcad624b399d9a5db96547","What I have to say is not an exhaustive cataloguing of what is, or ought to be, or ought not to be, taught in secondary schools. Neither has any strenuous effort been made to restrict myself to the field of marketing, principally because I don't know exactly where the boundaries of that field are. Offered here are a few suggestions on what might usefully be taught to high school students and to adult students at a level below college. It should be stated at the outset that any decision as to what topics in marketing might be included in the training of students not going on to college should be reached only as a part of the decision of what economics should be included. © 1952, Oxford University Press. All rights reserved.","",""
"Coase R.H.","Coase, R.H. (6506602060)","6506602060","The Economics of Uniform Pricing Systems","1947","The Manchester School","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980091616&doi=10.1111%2fj.1467-9957.1947.tb00558.x&partnerID=40&md5=95384aa1404979c6fc1e4489ea944afc","[No abstract available]","",""
"Smith S.C.","Smith, Stephen C. (57212962122)","57212962122","Theoretical concepts in land economics: Discussion","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960575240&doi=10.2307%2f1233507&partnerID=40&md5=cfc733edec174dfad45a0448066f258f","[No abstract available]","",""
